Goalie,Season,Team,GP,TOI,SA,FA,Saves,GA,xGA,GSAx,GSAA,WAR,Sv%,xSv%,dSv%
Tomas Vokoun,12-13,PIT,20,1031.18333333333,519,710,477,42,42.8690917341,0.869091734099996,3.70872579488405,0.976245599470297,0.9190751445086706,0.9174005939612717,0.0016745505473988453
Ben Scrivens,12-13,TOR,20,1025.11666666667,542,760,496,46,45.2082883697,-0.7917116303,1.73435333492708,0.6861533949909,0.915129151291513,0.9165898738566421,-0.001460722565129191
Dan Ellis,12-13,CAR,19,998.516666666667,556,763,504,52,52.048490433088,0.0484904330879985,-3.03265598852499,0.982934338144278,0.9064748201438849,0.9063876071347339,0.00008721300915104369
Justin Peters,12-13,CAR,19,954.4,507,720,452,55,52.1112756468,-2.8887243532,-10.3481233564427,0.393713345869816,0.8915187376725838,0.8972164188426036,-0.005697681170019786
Cam Ward,12-13,CAR,17,929.716666666667,477,667,433,44,43.6147944139988,-0.385205586001241,-1.99024623475974,0.738068466685968,0.9077568134171907,0.9085643722976964,-0.0008075588805056544
Mathieu Garon,12-13,T.B,18,913.316666666667,427,599,383,44,33.6421334851,-10.3578665149,-6.39378436528808,-1.45295240387297,0.8969555035128806,0.921212802142623,-0.024257298629742463
Jean-Sebastien Giguere,12-13,COL,18,907.833333333333,469,629,426,43,40.1799713262,-2.8200286738,-1.69481233564428,0.184433468882849,0.908315565031983,0.9143284193471215,-0.006012854315138538
Scott Clemmensen,12-13,FLA,19,870.716666666667,421,596,368,53,39.1087275103,-13.8912724897,-15.9222089409515,-2.06097197742399,0.8741092636579573,0.907105160308076,-0.032995896650118706
Jaroslav Halak,12-13,STL,16,813.566666666667,286,413,257,29,25.2139325853925,-3.78606741460748,-3.81176189337796,-0.289575806700478,0.8986013986013986,0.9118393965545716,-0.01323799795317293
Anton Khudobin,12-13,BOS,14,805.583333333333,389,532,358,31,31.9275182795539,0.927518279553873,3.25952665551039,0.783407274477005,0.9203084832904884,0.9179241175332804,0.002384365757208018
Jake Allen,12-13,STL,15,804.416666666667,346,485,313,33,31.8776238430427,-1.12237615695729,-2.52751613674397,0.370435280116734,0.9046242774566474,0.9078681391819576,-0.0032438617253102153
Jonathan Bernier,12-13,L.A,14,770.05,306,457,282,24,25.7374749343,1.7374749343,2.94965335883337,0.830473004306726,0.9215686274509803,0.9158906047898693,0.00567802266111106
Jose Theodore,12-13,FLA,15,766.466666666667,391,532,349,42,33.0375752699,-8.9624247301,-7.56433181926848,-1.18376544631632,0.8925831202046036,0.9155049225833759,-0.022921802378772282
Ben Bishop,12-13,OTT,13,764.316666666667,399,543,368,31,33.601555306,2.601555306,4.14023428161606,1.15119778587434,0.9223057644110275,0.9157855756741854,0.006520188736842125
Robin Lehner,12-13,OTT,12,735.85,424,562,397,27,33.1853676114,6.1853676114,10.3420033468802,1.86378031204842,0.9363207547169812,0.9217326235580189,0.014588131158962292
Jason LaBarbera,12-13,PHX,15,727.916666666667,418,578,386,32,39.3158453849,7.3158453849,4.81357877121683,2.20563791350799,0.9234449760765551,0.9059429536246412,0.0175020224519139
Michal Neuvirth,12-13,WSH,13,726.616666666667,367,500,334,33,32.1221682606,-0.877831739400001,-0.67803012192207,0.424162357219502,0.9100817438692098,0.9124736559656675,-0.0023919120964577267
Steve Mason,12-13,CBJ,13,712.633333333333,346,461,311,35,25.3408756119,-9.6591243881,-4.52751613674397,-1.46771622747819,0.8988439306358381,0.9267604751101156,-0.027916544474277494
Nikolai Khabibulin,12-13,EDM,12,683.616666666667,376,527,347,29,33.2120582306,4.2120582306,4.11460674157303,1.46763426380549,0.9228723404255319,0.9116700578973405,0.011202282528191443
Peter Budaj,12-13,MTL,13,656.483333333333,274,390,249,25,22.8525949749,-2.1474050251,-0.86861104470476,-0.0043480349366713,0.9087591240875912,0.9165963687047445,-0.007837244617153294
Jhonas Enroth,12-13,BUF,12,624.3,332,465,305,27,27.1627851196,0.162785119600002,2.2394931867081,0.54060247332752,0.9186746987951807,0.9181843821698795,0.0004903166253011904
Richard Bachman,12-13,DAL,13,611.083333333333,288,435,255,33,26.7519254358,-6.2480745642,-7.63562036815683,-0.755694673215552,0.8854166666666666,0.9071113700145834,-0.02169470334791679
Ben Bishop,12-13,T.B,9,502.433333333333,302,423,277,25,25.4719740493,0.471974049300002,1.5973703083911,0.571136708887813,0.9172185430463576,0.915655715068543,0.001562827977814596
Chris Mason,12-13,NSH,11,466.733333333333,229,313,200,29,20.7976949147,-8.2023050853,-8.83179536218026,-1.25983529660218,0.8733624454148472,0.9091803715515284,-0.03581792613668122
Steve Mason,12-13,PHI,7,379.616666666667,215,288,203,12,17.6744796850389,5.67447968503885,6.93521396127181,1.47107120594925,0.9441860465116279,0.9177931177440051,0.02639292876762278
Al Montoya,12-13,WPG,7,351.35,168,253,151,17,14.2128270628,-2.7871729372,-2.20411188142482,-0.294488464673984,0.8988095238095238,0.9153998389119048,-0.01659031510238096
Jonas Gustavsson,12-13,DET,7,349.25,140,206,123,17,11.5297024839,-5.4702975161,-4.67009323452068,-0.883978270112374,0.8785714285714286,0.9176449822578572,-0.03907355368642862
Martin Biron,12-13,NYR,6,335.7,156,232,143,13,15.1922498317,2.1922498317,0.739038967248383,0.724713495821585,0.9166666666666666,0.9026137831301282,0.01405288353653844
Thomas Greiss,12-13,S.J,6,311,153,215,140,13,12.677831349,-0.322168651,0.474826679416685,0.17228888094769,0.9150326797385621,0.9171383571960784,-0.0021056774575163306
Cristopher Nilstorp,12-13,DAL,5,292.216666666667,146,198,131,15,11.3336415598,-3.6663584402,-2.14166865885728,-0.525043340901216,0.8972602739726028,0.9223723180835616,-0.025112044110958798
Darcy Kuemper,12-13,MIN,6,291.233333333333,119,180,109,10,10.5946175355,0.594617535499999,0.480420750657421,0.317616186153971,0.9159663865546218,0.9109696005420169,0.004996786012604892
Leland Irving,12-13,CGY,6,270.066666666667,128,170,113,15,11.0065104449,-3.9934895551,-3.72694238584748,-0.596914941195789,0.8828125,0.9140116371492187,-0.031199137149218736
Kevin Poulin,12-13,NYI,5,259.333333333333,122,176,109,13,11.2242339448,-1.7757660552,-2.25536696151088,-0.147070442777375,0.8934426229508197,0.9079980824196721,-0.014555459468852394
Chad Johnson,12-13,PHX,4,246.616666666667,108,160,103,5,7.5929404909,2.5929404909,4.51164236194119,0.66316465873175,0.9537037037037037,0.9296949954546295,0.024008708249074195
Josh Harding,12-13,MIN,5,187,73,109,63,10,4.5209287955,-5.4790712045,-3.57083432942864,-1.01678983501698,0.863013698630137,0.9380694685547946,-0.07505576992465757
Rick DiPietro,12-13,NYI,3,177.55,83,123,71,12,7.7037436492,-4.2962563508,-4.69012670332298,-0.719526760341915,0.8554216867469879,0.9071838114554218,-0.05176212470843389
Cedrick Desjardins,12-13,T.B,3,162.35,73,107,65,8,7.0303113409,-0.9696886591,-1.57083432942864,-0.063461579084502,0.8904109589041096,0.9036943651931507,-0.013283406289041122
Brian Boucher,12-13,PHI,4,145.35,55,79,49,6,4.851599397,-1.148400603,-1.15610805641884,-0.140120499337196,0.8909090909090909,0.9117891018727272,-0.020880010963636342
Petr Mrazek,12-13,DET,2,120,51,76,47,4,2.9754806925,-1.0245193075,0.491608893138895,-0.150298857627311,0.9215686274509803,0.9416572413235295,-0.02008861387254912
Daniel Taylor,12-13,CGY,2,120,68,93,62,6,5.1806897682,-0.819310231799999,-0.0111881424814734,-0.0678184450770583,0.9117647058823529,0.9238133857617647,-0.012048679879411828
Yann Danis,12-13,EDM,3,110.25,59,79,52,7,5.6981193473,-1.3018806527,-1.80382500597657,-0.155142777062163,0.8813559322033898,0.9034217059779661,-0.022065773774576303
Kari Lehtonen,13-14,DAL,65,3811.3,1888,2676,1735,153,176.006530525348,23.0065305253479,9.66894651847622,7.87262131634423,0.9189618644067796,0.9067762020522522,0.012185662354527449
Marc-Andre Fleury,13-14,PIT,64,3802.43333333333,1774,2519,1624,150,146.7696069304,-3.23039306960001,2.84677495962754,2.083622030998,0.915445321307779,0.9172662869614431,-0.001820965653664075
Antti Niemi,13-14,S.J,64,3738.73333333333,1706,2424,1557,149,140.194776847841,-8.80522315215933,-2.01206421582606,0.846831143861203,0.9126611957796014,0.9178225223635164,-0.0051613265839149935
Henrik Lundqvist,13-14,NYR,63,3669.48333333333,1810,2472,1666,144,150.487018597262,6.48701859726248,11.9485133466324,4.09545917493306,0.9204419889502763,0.9168580007749934,0.0035839881752829372
Semyon Varlamov,13-14,COL,63,3649.48333333333,2013,2766,1867,146,175.707198761998,29.7071987619976,27.4388714733541,9.20665251713986,0.9274714356681569,0.912713761171387,0.014757674496769901
Mike Smith,13-14,PHX,62,3618.23333333333,1871,2585,1712,159,169.192877822159,10.1928778221593,2.2042367246128,5.18420344723886,0.9150187065740246,0.9095708830453453,0.005447823528679341
Ben Bishop,13-14,T.B,63,3593.83333333333,1759,2473,1626,133,150.9732180873,17.9732180873,18.5543839650422,6.4008222900939,0.9243888573052871,0.9141709959708357,0.01021786133445135
Steve Mason,13-14,PHI,61,3495.66666666667,1751,2367,1606,145,145.8628346403,0.862834640300008,5.86510876793,2.88507719950657,0.9171901770416905,0.9166974102568247,0.0004927667848657613
Carey Price,13-14,MTL,59,3471.2,1828,2500,1694,134,157.0140915946,23.0140915946,23.4993825401348,7.5209346878431,0.9266958424507659,0.9141060768082058,0.012589765642560091
Corey Crawford,13-14,CHI,59,3405.08333333333,1533,2049,1405,128,122.5003576209,-5.4996423791,4.0823596466229,1.17862370890604,0.9165035877364645,0.9200910909191781,-0.003587503182713614
Tuukka Rask,13-14,BOS,58,3394.2,1641,2217,1526,115,126.6154543327,11.6154543327,26.3875748076374,4.67680194555872,0.9299207800121877,0.9228425019301036,0.007078278082084055
Sergei Bobrovsky,13-14,CBJ,58,3305.55,1699,2240,1568,131,128.1989625381,-2.80103746189999,15.3848199867008,1.82410460100171,0.9228958210712184,0.9245444599540318,-0.0016486388828134135
Ondrej Pavelec,13-14,WPG,57,3259.53333333333,1644,2323,1481,163,152.962588794,-10.037411206,-21.3539469934455,0.837932278230289,0.9008515815085159,0.9069570627773722,-0.00610548126885635
Jonathan Bernier,13-14,TOR,55,3094.58333333333,1787,2561,1649,138,152.810108952068,14.8101089520685,15.9668471549348,5.8026136687244,0.9227756015668719,0.9144879076933027,0.008287693873569202
Jimmy Howard,13-14,DET,51,3008.38333333333,1482,1965,1349,133,122.3400050512,-10.6599949488,-5.3117697349673,0.143983816398259,0.9102564102564102,0.9174493893041835,-0.007192979047773274
Craig Anderson,13-14,OTT,53,3002.48333333333,1681,2287,1531,150,146.316784842562,-3.68321515743796,-5.16604920680163,1.98467279126889,0.9107674003569304,0.9129584861138834,-0.0021910857569530373
Jonathan Quick,13-14,L.A,49,2924.58333333333,1183,1740,1083,100,107.2660519489,7.2660519489,1.9265697729647,3.44743267280215,0.915469146238377,0.9093270904912089,0.006142055747168196
Jonas Hiller,13-14,ANA,50,2910.28333333333,1349,1996,1229,120,123.810533630774,3.81053363077415,-3.77096988695742,3.06427945164123,0.911045218680504,0.9082205087985367,0.002824709881967369
Cory Schneider,13-14,N.J,45,2685.01666666667,1107,1501,1019,88,95.085950501,7.085950501,7.37845540039892,3.18491609981479,0.9205058717253839,0.9141048324290877,0.006401039296296207
Braden Holtby,13-14,WSH,48,2659.96666666667,1475,2016,1349,126,122.9037657274,-3.0962342726,1.08511446755954,1.66661522686389,0.9145762711864407,0.9166754130661695,-0.0020991418797288164
Roberto Luongo,13-14,VAN,42,2424.88333333333,1158,1595,1062,96,95.3008300409,-0.699169959100004,3.77258478198911,1.6325106362683,0.917098445595855,0.9177022193083764,-0.0006037737125214049
Ryan Miller,13-14,BUF,40,2398.01666666667,1411,1913,1303,108,115.9292130047,7.9292130047,13.570912890662,3.74111876589133,0.923458540042523,0.9178389702305457,0.00561956981197731
Eddie Lack,13-14,VAN,41,2324.91666666667,1052,1502,959,93,92.5364633436,-0.463536656399995,-2.36031157974736,1.62821013011506,0.9115969581749049,0.9120375823730038,-0.0004406241980988712
Tim Thomas,13-14,FLA,40,2308.43333333333,1206,1559,1096,110,99.9506051239089,-10.0493948760911,-6.09176403533776,-0.15031577679503,0.9087893864013267,0.9171222179735415,-0.008332831572214872
Martin Brodeur,13-14,N.J,39,2304.86666666667,971,1288,875,96,78.9849596931413,-17.0150403068587,-12.3392229505083,-1.93278136204775,0.9011328527291452,0.9186560662274549,-0.017523213498309653
Evgeni Nabokov,13-14,NYI,40,2259.71666666667,1085,1506,982,103,96.4742428280936,-6.52575717190641,-9.51705139165959,0.489480835567546,0.9050691244239631,0.9110836471630473,-0.006014522739084205
Jaroslav Halak,13-14,STL,40,2242.36666666667,1002,1369,919,83,81.7801474264,-1.21985257359999,3.33171843830146,1.27697457046807,0.9171656686626747,0.9183830864007984,-0.0012174177381236717
Karri Ramo,13-14,CGY,40,2198.6,1092,1542,995,97,96.5047325388248,-0.49526746117516,-2.91393559418643,1.69566354192514,0.9111721611721612,0.911625702803274,-0.0004535416311128859
Anton Khudobin,13-14,CAR,36,2089.68333333333,1076,1547,996,80,94.4110482026,14.4110482026,12.7075140115892,4.63679885602384,0.9256505576208178,0.9122573901462825,0.013393167474535339
Carter Hutton,13-14,NSH,40,2087.7,1006,1389,915,91,77.3201281047,-13.6798718953,-4.32364396314244,-1.29697489587745,0.9095427435387674,0.9231410257408549,-0.013598282202087475
Robin Lehner,13-14,OTT,36,1936.9,1141,1513,1042,99,96.663914880038,-2.33608511996198,-0.692125011874282,1.33060749592244,0.9132340052585451,0.9152814067659615,-0.0020474015074163354
James Reimer,13-14,TOR,36,1793.38333333333,1095,1581,997,98,96.8142012962,-1.1857987038,-3.65545739526937,1.56336763668579,0.9105022831050228,0.9115852042957077,-0.0010829211906848712
Devan Dubnyk,13-14,EDM,32,1689,885,1244,791,94,79.7098727977,-14.2901272023,-17.7489313194643,-1.37453559638103,0.8937853107344633,0.9099323471212429,-0.016147036386779612
Josh Harding,13-14,MIN,29,1679.01666666667,690,1008,644,46,56.1968001015263,10.1968001015263,13.4499857509262,3.08362421720222,0.9333333333333333,0.9185553621717011,0.014777971161632264
Reto Berra,13-14,CGY,29,1658.38333333333,788,1101,707,81,66.79093088,-14.20906912,-13.1063930844496,-1.59858120254686,0.8972081218274112,0.9152399354314721,-0.01803181360406092
Cam Ward,13-14,CAR,30,1646.88333333333,824,1148,740,84,74.1575702277,-9.84242977229999,-13.0046546974447,-0.588606741844571,0.8980582524271845,0.9100029487527912,-0.011944696325606685
Kevin Poulin,13-14,NYI,28,1629.35,820,1167,731,89,68.2063952295,-20.7936047705,-18.3492922960008,-2.88863869913033,0.8914634146341464,0.9168214692323171,-0.025358054598170754
Brian Elliott,13-14,STL,31,1625.5,681,987,628,53,56.026746454,3.026746454,5.67455115417494,1.64702441210566,0.922173274596182,0.917728712989721,0.004444561606461006
Jhonas Enroth,13-14,BUF,28,1579.26666666667,834,1175,760,74,72.8850514002,-1.1149485998,-2.14306070105447,1.13252681868874,0.9112709832134293,0.9126078520381294,-0.001336868824700188
Frederik Andersen,13-14,ANA,28,1573.78333333333,783,1107,723,60,65.2661966448,5.2661966448,7.46280991735533,2.26655940263263,0.9233716475095786,0.9166459812965518,0.006725666213026726
Jonas Gustavsson,13-14,DET,27,1551.56666666667,735,985,667,68,60.2498666273199,-7.75013337268006,-4.67284126531779,-0.428953304285875,0.9074829931972789,0.9180273923437825,-0.010544399146503625
Al Montoya,13-14,WPG,28,1548.2,737,1005,678,59,61.4741362489,2.4741362489,4.49947753396026,1.63785048020487,0.9199457259158752,0.9165886889431479,0.0033570369727272675
Chad Johnson,13-14,BOS,27,1517.61666666667,708,970,655,53,63.8876165054,10.8876165054,8.00085494442857,3.36475668728942,0.9251412429378532,0.9097632535234462,0.015377989414406934
Darcy Kuemper,13-14,MIN,26,1481.55,702,980,642,60,53.6122011770929,-6.38779882290706,0.483898546594439,-0.280034551831792,0.9145299145299145,0.9236293430525743,-0.00909942852265977
Curtis McElhinney,13-14,CBJ,28,1430.25,703,939,639,64,51.576496724,-12.423503276,-3.42994205376654,-1.52455033015373,0.9089615931721194,0.926633717320057,-0.017672124147937507
Ray Emery,13-14,PHI,28,1405.75,711,999,642,69,64.9747759578,-4.02522404220001,-7.74066685665435,0.403598794828618,0.9029535864978903,0.9086149423940928,-0.005661355896202536
Antti Raanta,13-14,CHI,25,1399.28333333333,610,845,547,63,55.1663736215977,-7.83362637840232,-10.4427662201957,-0.540181837548368,0.8967213114754098,0.909563321931807,-0.012842010456397213
Marek Mazanec,13-14,NSH,25,1374.78333333333,650,957,586,64,51.3833341157,-12.6166658843,-7.99639023463478,-1.56675960781206,0.9015384615384615,0.920948716745077,-0.019410255206615434
Pekka Rinne,13-14,NSH,24,1370.26666666667,645,892,582,63,48.5961735410219,-14.4038264589781,-7.42718723282989,-1.9758810233923,0.9023255813953488,0.9246570952852373,-0.02233151388988852
Peter Budaj,13-14,MTL,24,1339.28333333333,615,887,559,56,54.2163103251,-1.7836896749,-3.0119692220006,0.651653582162195,0.9089430894308943,0.9118433978453658,-0.0029003084144715308
Thomas Greiss,13-14,PHX,25,1314.98333333333,626,869,576,50,53.1794485277939,3.17944852779392,3.93578417402865,1.62460203806996,0.9201277955271565,0.9150488042687,0.005078991258456567
Anders Lindback,13-14,T.B,23,1311.48333333333,580,855,517,63,54.0117865722,-8.9882134278,-13.0275482093664,-0.792478520522585,0.8913793103448275,0.906876230047931,-0.015496919703103518
Alex Stalock,13-14,S.J,24,1255.2,571,776,532,39,44.4056155146892,5.40561551468922,10.1970171938824,1.90649235748534,0.9316987740805605,0.9222318467343447,0.009466927346215792
Ben Scrivens,13-14,EDM,21,1239.93333333333,741,1048,679,62,67.6711082316,5.6711082316,1.84411513251635,2.39223295542053,0.9163292847503374,0.9086759672987854,0.007653317451551955
Justin Peters,13-14,CAR,21,1229.4,626,890,575,51,54.7128490025,3.7128490025,2.93578417402865,1.75975579167671,0.9185303514376997,0.9125992827436102,0.005931068694089436
Cam Talbot,13-14,NYR,21,1216.01666666667,560,783,527,33,44.8939132695,11.8939132695,15.2492637978531,3.21271381884233,0.9410714285714286,0.9198322977330358,0.021239130838392795
Jean-Sebastien Giguere,13-14,COL,22,1213.61666666667,608,886,555,53,55.1988807741,2.1988807741,-0.615085019473767,1.46612184170533,0.912828947368421,0.9092123671478619,0.003616580220559107
Jeff Zatkoff,13-14,PIT,20,1175.18333333333,582,818,531,51,49.1468185499,-1.8531814501,-0.85522941008837,0.543484553178887,0.9123711340206185,0.9155552945878007,-0.0031841605671821815
Ilya Bryzgalov,13-14,EDM,20,1136.2,622,906,565,57,58.4180451704,1.4180451704,-3.40885342452744,1.36988325985638,0.9083601286173634,0.9060803132308682,0.002279815386495132
Ryan Miller,13-14,STL,19,1117.81666666667,474,669,428,46,39.5001453326,-6.4998546674,-5.1604445711029,-0.564875579468199,0.9029535864978903,0.9166663600578059,-0.013712773559915625
Anders Nilsson,13-14,NYI,19,1106.16666666667,548,798,491,57,52.1983075535645,-4.80169244643554,-9.78464899781517,0.0107660148498735,0.8959854014598541,0.9047476139533495,-0.008762212493495403
Martin Jones,13-14,L.A,19,1095.9,500,702,467,33,45.3521472153,12.3521472153,10.0796998195117,3.31284564052857,0.934,0.9092957055694,0.02470429443060007
Niklas Backstrom,13-14,MIN,21,1094.11666666667,546,743,491,55,45.4076277426897,-9.59237225731033,-7.95696779709321,-1.07327163513194,0.8992673992673993,0.9168358466251105,-0.017568447357711237
Ben Scrivens,13-14,L.A,19,977.533333333333,464,654,432,32,39.1864674744,7.1864674744,7.97796143250687,2.16546098230475,0.9310344827586207,0.9155464063051725,0.015488076453448185
Scott Clemmensen,13-14,FLA,17,914.183333333333,454,624,407,47,38.8688439466,-8.1311560534,-7.88363256388337,-0.902745578699464,0.8964757709251101,0.914385806285022,-0.01791003535991187
Philipp Grubauer,13-14,WSH,17,884.483333333333,469,649,434,35,36.851486452,1.851486452,5.40875843070198,1.05546827368168,0.9253731343283582,0.921425402021322,0.003947732307036267
Roberto Luongo,13-14,FLA,14,807.066666666667,432,596,399,33,36.5644521431,3.5644521431,4.22086064405811,1.39258651510226,0.9236111111111112,0.9153600644835649,0.008251046627546277
Michal Neuvirth,13-14,WSH,13,770.966666666667,419,560,383,36,35.5529138468,-0.447086153199997,0.100788448750812,0.571788293872385,0.9140811455847255,0.915148176976611,-0.0010670313918854646
Jaroslav Halak,13-14,WSH,12,707.833333333333,383,531,356,27,31.8996358345,4.8996358345,5.99905006174597,1.57276591158025,0.9295039164490861,0.9167111335913839,0.012792782857702245
Dan Ellis,13-14,DAL,14,693.3,349,506,314,35,30.1225038678,-4.8774961322,-4.93036952598083,-0.414927558898101,0.8997134670487106,0.9136891006653295,-0.01397563361661891
Ilya Bryzgalov,13-14,MIN,12,678.783333333333,269,376,245,24,21.4796917235,-2.5203082765,-0.823121497102701,-0.104406976725944,0.9107806691449815,0.920149844894052,-0.00936917574907059
Jacob Markstrom,13-14,FLA,12,615.833333333333,285,392,249,36,24.4756648263,-11.5243351737,-11.4445711028783,-1.84877686473519,0.8736842105263158,0.9141204742936843,-0.04043626376736842
Joey MacDonald,13-14,CGY,11,602.766666666667,264,370,235,29,23.2156796429,-5.7843203571,-6.25391849529782,-0.724664588192873,0.8901515151515151,0.9120618195344697,-0.021910304382954604
Joni Ortio,13-14,CGY,9,505.383333333333,193,291,172,21,18.7683750033,-2.2316249967,-4.37123586966848,-0.0971151709256019,0.8911917098445595,0.902754533661658,-0.0115628238170985
Petr Mrazek,13-14,DET,9,449.85,178,240,165,13,14.7957634939,1.7957634939,2.33637313574617,0.634162676556251,0.9269662921348315,0.916877733180337,0.010088558954494453
Matt Hackett,13-14,BUF,8,428.1,239,328,217,22,19.7206100107,-2.2793899893,-1.4079034862734,-0.0889558433666573,0.9079497907949791,0.9174869874029289,-0.009537196607949827
Viktor Fasth,13-14,EDM,7,396.783333333333,209,305,191,18,20.6097341734,2.6097341734,0.0073145245558947,0.905012863445456,0.9138755980861244,0.9013888317062201,0.012486766379904313
Tim Thomas,13-14,DAL,8,367.1,184,263,166,18,15.5725037823,-2.4274962177,-2.14667046641969,-0.195706670620366,0.9021739130434783,0.9153668272701087,-0.013192914226630381
Nathan Lieuwen,13-14,BUF,7,367.033333333333,191,281,173,18,18.2962259729,0.2962259729,-1.54355466894653,0.399472423403022,0.9057591623036649,0.9042082409795811,0.0015509213240838537
Jason LaBarbera,13-14,EDM,7,353.016666666667,146,206,127,19,12.8000149256,-6.1999850744,-6.42072765270258,-1.00146213311348,0.8698630136986302,0.9123286648931506,-0.04246565119452039
Dan Ellis,13-14,FLA,6,337.266666666667,165,238,138,27,17.8959578168,-9.1040421832,-12.7836990595611,-1.48727318650923,0.8363636363636363,0.8915396495951515,-0.05517601323151522
Viktor Fasth,13-14,ANA,5,304.783333333333,131,189,116,15,11.5613581876,-3.4386418124,-3.71311864728793,-0.472449328606482,0.8854961832061069,0.9117453573465648,-0.02624917414045791
Mike McKenna,13-14,CBJ,4,220.116666666667,114,153,103,11,7.7284418478,-3.2715581522,-1.17782844115133,-0.510325865747307,0.9035087719298246,0.9322066504578947,-0.028697878528070153
Jacob Markstrom,13-14,VAN,4,199.566666666667,76,115,66,10,9.1959770595,-0.804022940499999,-3.45188562743422,0.0102752844396276,0.868421052631579,0.8790003018486843,-0.010579249217105291
Michael Hutchinson,13-14,WPG,3,183.033333333333,88,124,83,5,7.2293189871,2.2293189871,2.58202716823406,0.580127589097151,0.9431818181818182,0.9178486478738637,0.025333170307954567
John Gibson,13-14,ANA,3,181.116666666667,87,137,83,4,9.2049898788,5.2049898788,3.49586776859504,1.21176492891719,0.9540229885057471,0.8941955186344827,0.059827469871264416
Nikolai Khabibulin,13-14,CHI,4,167.65,74,99,60,14,7.1307810011,-6.8692189989,-7.62420442671227,-1.24068490549981,0.8108108108108109,0.9036380945797297,-0.0928272837689188
Dustin Tokarski,13-14,MTL,3,163.1,93,124,88,5,9.283885636,4.283885636,3.01282416642918,1.02908494639415,0.946236559139785,0.9001732727311827,0.046063286408602244
Richard Bachman,13-14,EDM,3,143.716666666667,83,108,76,7,6.5689453676,-0.4310546324,0.151230170038944,0.0359847860521406,0.9156626506024096,0.9208560799084338,-0.005193429306024178
Devan Dubnyk,13-14,NSH,2,125,60,76,51,9,4.0478564833,-4.9521435167,-3.8304360216586,-0.914755587538489,0.85,0.9325357252783333,-0.0825357252783333
Michal Neuvirth,13-14,BUF,2,118.633333333333,98,121,93,5,9.8517331926,4.8517331926,3.44362116462429,1.15316918503162,0.9489795918367347,0.899472110279592,0.049507481557142796
Braden Holtby,14-15,WSH,73,4261.41666666667,2044,2856,1887,157,174.801693283559,17.8016932835588,17.4575427300877,6.94008543102901,0.9231898238747553,0.914480580585343,0.00870924328941236
Jonathan Quick,14-15,L.A,72,4191.15,1896,2691,1740,156,158.216041856179,2.21604185617906,5.82558758133385,3.45017773169643,0.9177215189873418,0.91655272053999,0.0011687984473517377
Tuukka Rask,14-15,BOS,70,4071.15,2011,2756,1855,156,162.624612135105,6.62461213510485,15.6409581361088,4.43197486724416,0.9224266534062655,0.9191324653728965,0.0032941880333690055
Carey Price,14-15,MTL,66,3979.48333333333,1953,2711,1823,130,170.167268809933,40.1672688099335,36.6905973345701,11.4092126229843,0.9334357398873528,0.9128687819713606,0.02056695791599228
Cory Schneider,14-15,N.J,69,3940.83333333333,1982,2635,1834,148,167.1763950369,19.1763950369,21.1657777353395,7.07565758118706,0.9253279515640767,0.9156526765706862,0.009675274993390492
Pekka Rinne,14-15,NSH,64,3856.16666666667,1807,2473,1667,140,135.162153082931,-4.83784691706936,14.229344282421,1.57601577258104,0.9225235196458218,0.9252008007288705,-0.002677281083048655
Marc-Andre Fleury,14-15,PIT,64,3787.78333333333,1831,2471,1685,146,159.9312901445,13.9312901445,10.2777694416784,5.86965665855882,0.9202621518296014,0.9126535826627525,0.007608569166848822
Kari Lehtonen,14-15,DAL,65,3703.91666666667,1875,2649,1694,181,163.1382502234,-17.8617497766,-20.9667844330164,-0.547361467531887,0.9034666666666666,0.9129929332141866,-0.00952626654751998
Antti Niemi,14-15,S.J,61,3595.5,1811,2557,1656,155,154.436704522524,-0.563295477475577,-0.42925152436942,2.81226097243058,0.9144119271120927,0.9147229682371485,-0.00031104112505575543
Mike Smith,14-15,ARI,62,3569.48333333333,1955,2691,1768,187,168.673726625531,-18.3262733744695,-20.1387005688251,-0.537094044330198,0.9043478260869565,0.9137218789639229,-0.009374052876966354
Jaroslav Halak,14-15,NYI,59,3557.85,1673,2319,1529,144,153.57323343579,9.57323343579,-1.20769619009943,4.86120308365073,0.9139270771069934,0.9082048813892469,0.005722195717746459
Roberto Luongo,14-15,FLA,61,3537.38333333333,1743,2363,1605,138,133.69021801174,-4.30978198826008,10.766877191068,1.6557109452581,0.9208261617900172,0.923298784846965,-0.0024726230569478425
Ben Bishop,14-15,T.B,62,3521.16666666667,1620,2267,1484,136,137.448136680305,1.4481366803046,2.26869824987384,2.90010467010989,0.9160493827160494,0.915155471184997,0.0008939115310524492
Corey Crawford,14-15,CHI,57,3347.73333333333,1661,2188,1535,126,136.028231043869,10.0282310438688,15.7680912302719,4.62137874866999,0.9241420830824805,0.9181046170717224,0.0060374660107580524
Semyon Varlamov,14-15,COL,57,3311.55,1791,2529,1650,141,162.359673207945,21.359673207945,11.8637275095828,7.42920717410403,0.9212730318257957,0.9093469161318006,0.011926115693995043
Ben Scrivens,14-15,EDM,57,3239.38333333333,1542,2170,1372,170,135.585315943082,-34.414684056918,-38.3886835177127,-4.44221447692661,0.8897535667963683,0.9120717795440454,-0.02231821274767709
